ngay,san_pham,khu_vuc,so_luong,don_gia,doanh_thu
2024-04-30,Gạo,Phú Yên,71.0,240757.0,17093747.0
2024-04-12,Muối,Gia Lai,43.0,110020.0,4730860.0
2023-03-31,Gạo,Bình Định,53.0,136219.0,7219607.0
2023-08-05,Thổ cẩm,Kon Tum,41.0,60199.0,2468159.0
2024-07-02,Cà phê,Gia Lai,58.0,227405.0,13189490.0
23/12/2023,Cà phê,Phú Yên,71.0,344751.0,24477321.0
2023-02-10,Cà phê,Bình Định,56.0,64945.0,3636920.0
2024-04-19,Muối,Bình Định,47.0,65192.0,3064024.0
2023-04-04,Đường,Gia Lai,61.0,187582.0,11442502.0
2023-05-15,Cà phê,Bình Định,11.0,119152.0,1310672.0
2024-09-18,Thổ cẩm,Phú Yên,49.0,206774.0,10131926.0
2023-06-12,Gạo,Đắk Lắk,51.0,152626.0,7783926.0
2024-12-15,Rượu cần,Đắk Lắk,67.0,120042.0,8042814.0
2023-06-16,Thổ cẩm,Gia Lai,52.0,58801.0,3057652.0
2023-12-26,Gạo,Đắk Lắk,58.0,172594.0,10010452.0
2024-09-04,Rượu cần,Đắk Lắk,59.0,286283.0,16890697.0
2023-12-31,Rượu cần,Bình Định,38.0,141868.0,5390984.0
2023-01-15,Thổ cẩm,Bình Định,75.0,44416.0,3331200.0
2023-02-12,Đường,Đắk Lắk,70.0,239939.0,16795730.0
2024-08-20,Đường,Gia Lai,42.0,249528.0,10480176.0
2023-08-31,Cà phê,Gia Lai,47.0,158360.0,7442920.0
2024-01-11,Thổ cẩm,Kon Tum,30.0,261480.0,7844400.0
2023-02-28,Rượu cần,Phú Yên,47.0,263357.0,12377779.0
2024-02-23,Mật ong rừng,Gia Lai,66.0,342374.0,22596684.0
2023-02-20,Đường,Gia Lai,,86763.0,3210231.0
2023-06-07,Rượu cần,Phú Yên,63.0,345297.0,21753711.0
2023-07-13,Rượu cần,Phú Yên,62.0,91572.0,5677464.0
2024-11-26,Rượu cần,Gia Lai,80.0,92264.0,7381120.0
2024-09-02,Mật ong rừng,Gia Lai,64.0,229440.0,14684160.0
2024-01-09,Cà phê,Kon Tum,21.0,252985.0,5312685.0
2024-12-02,Thổ cẩm,Phú Yên,56.0,250463.0,14025928.0
2024-03-23,Mật ong rừng,Kon Tum,83.0,254276.0,21104908.0
06/04/2024,Gạo,Gia Lai,65.0,116319.0,7560735.0
2024-05-09,Gạo,Phú Yên,66.0,85846.0,5665836.0
2023-09-28,Thổ cẩm,Gia Lai,79.0,269566.0,21295714.0
24/04/2024,Gùi mây,Bình Định,32.0,317052.0,10145664.0
2023-02-01,Đường,Gia Lai,49.0,46351.0,2271199.0
2024-04-17,Cà phê,Gia Lai,57.0,249993.0,14249601.0
2023-06-24,Gùi mây,Gia Lai,64.0,102450.0,6556800.0
2024-12-16,Gùi mây,Đắk Lắk,41.0,298862.0,12253342.0
2023-11-28,Cà phê,Bình Định,47.0,263576.0,12388072.0
2024-05-25,Muối,Kon Tum,81.0,183836.0,14890716.0
2023-12-18,Cà phê,Đắk Lắk,25.0,46749.0,1168725.0
2024-04-05,Cà phê,Gia Lai,85.0,156277.0,13283545.0
2024-06-06,Gạo,Đắk Lắk,9.0,328629.0,2957661.0
2023-07-23,Cà phê,Kon Tum,67.0,299975.0,20098325.0
2023-06-15,Đường,Phú Yên,47.0,16603.0,780341.0
2023-09-23,Mật ong rừng,Phú Yên,35.0,96639.0,3382365.0
2024-09-30,Muối,Bình Định,64.0,190868.0,12215552.0
2023-08-19,Thổ cẩm,Đắk Lắk,38.0,36415.0,1383770.0
2023-09-03,Muối,Bình Định,74.0,270740.0,20034760.0
2023-08-18,Mật ong rừng,Kon Tum,25.0,26904.0,672600.0
2024-09-12,Gùi mây,Kon Tum,37.0,33427.0,1236799.0
2024-09-20,Cà phê,Đắk Lắk,35.0,121014.0,4235490.0
2024-10-04,Đường,Đắk Lắk,24.0,187621.0,4502904.0
2024-02-17,Rượu cần,Gia Lai,25.0,341844.0,8546100.0
2023-09-21,Muối,Đắk Lắk,7.0,281471.0,1970297.0
2023-12-04,Gạo,Bình Định,70.0,65369.0,4575830.0
2024-02-19,Thổ cẩm,Kon Tum,33.0,273781.0,9034773.0
2023-05-25,Rượu cần,Bình Định,20.0,326791.0,6535820.0
2023-03-21,Rượu cần,Kon Tum,34.0,257750.0,8763500.0
2024-10-07,Thổ cẩm,Đắk Lắk,41.0,302469.0,12401229.0
2024-05-22,Gùi mây,Kon Tum,32.0,85682.0,2741824.0
2023-01-06,Đường,Phú Yên,28.0,278756.0,7805168.0
2023-01-11,Mật ong rừng,Gia Lai,50.0,293395.0,14669750.0
2024-04-27,Cà phê,Kon Tum,57.0,347465.0,19805505.0
2024-08-08,Cà phê,Phú Yên,72.0,169221.0,12183912.0
2023-06-03,Muối,Kon Tum,53.0,89891.0,4764223.0
2024-08-23,Đường,Gia Lai,72.0,291250.0,20970000.0
2024-08-05,Rượu cần,Đắk Lắk,22.0,251962.0,5543164.0
2024-09-16,Thổ cẩm,Bình Định,79.0,336268.0,26565172.0
2024-04-10,Rượu cần,Phú Yên,7.0,26475.0,185325.0
2023-03-10,Đường,Phú Yên,31.0,26160.0,810960.0
2023-04-14,Đường,Gia Lai,36.0,169274.0,6093864.0
2024-10-08,Mật ong rừng,Phú Yên,55.0,111292.0,6121060.0
2024-05-06,Muối,Phú Yên,68.0,117041.0,7958788.0
2024-12-17,Rượu cần,Đắk Lắk,,158379.0,9502740.0
2024-07-01,Đường,Gia Lai,45.0,54025.0,2431125.0
2024-02-01,Muối,Đắk Lắk,72.0,182976.0,13174272.0
2023-02-03,Muối,Bình Định,29.0,261625.0,7587125.0
2024-05-28,Mật ong rừng,Kon Tum,57.0,127878.0,7289046.0
2023-09-01,Muối,Phú Yên,31.0,90299.0,2799269.0
2024-11-30,Thổ cẩm,Đắk Lắk,28.0,39759.0,1113252.0
2023-02-26,Cà phê,Gia Lai,49.0,107986.0,5291314.0
2023-08-31,Gạo,Gia Lai,71.0,290841.0,20649711.0
2024-03-14,Gùi mây,Đắk Lắk,47.0,110800.0,5207600.0
2024-06-11,Gùi mây,Phú Yên,41.0,52658.0,2158978.0
2024-09-01,Gạo,Kon Tum,86.0,50268.0,4323048.0
2024-12-20,Gùi mây,Gia Lai,76.0,284371.0,21612196.0
2023-03-25,Mật ong rừng,Bình Định,59.0,219460.0,12948140.0
2023-03-30,Đường,Phú Yên,62.0,197857.0,12267134.0
2023-05-02,Đường,Phú Yên,26.0,196266.0,5102916.0
2023-10-18,Cà phê,Bình Định,62.0,164919.0,10224978.0
2023-04-28,Mật ong rừng,Đắk Lắk,40.0,166999.0,6679960.0
2023-01-13,Rượu cần,Bình Định,30.0,339168.0,10175040.0
2024-02-15,Gùi mây,Bình Định,56.0,303676.0,17005856.0
2024-06-10,Gùi mây,Bình Định,71.0,178890.0,12701190.0
2024-01-17,Mật ong rừng,Phú Yên,38.0,249103.0,9465914.0
2024-04-18,Muối,Phú Yên,54.0,178076.0,9616104.0
2024-06-30,Cà phê,Bình Định,65.0,280815.0,18252975.0
2024-01-20,Gùi mây,Đắk Lắk,25.0,180297.0,4507425.0
2024-01-27,Mật ong rừng,Đắk Lắk,16.0,214159.0,3426544.0
2023-05-20,Gùi mây,Đắk Lắk,26.0,264464.0,6876064.0
2023-09-18,Rượu cần,Phú Yên,57.0,273531.0,15591267.0
2023-02-04,Muối,Đắk Lắk,40.0,203673.0,8146920.0
2024-11-01,Muối,Phú Yên,54.0,176738.0,9543852.0
2023-03-29,Đường,Đắk Lắk,50.0,236714.0,455705957.10212797
2023-11-15,Đường,Gia Lai,32.0,23773.0,760736.0
2024-02-28,Muối,Bình Định,83.0,97159.0,8064197.0
2023-02-23,Đường,Đắk Lắk,55.0,226916.0,12480380.0
2023-04-08,Muối,Bình Định,62.0,116186.0,7203532.0
2024-05-25,Muối,Đắk Lắk,59.0,324964.0,19172876.0
2023-06-12,Rượu cần,Kon Tum,34.0,34743.0,1181262.0
2023-05-02,Rượu cần,Phú Yên,63.0,333303.0,20998089.0
2023-01-14,Cà phê,Bình Định,50.0,232741.0,11637050.0
2023-09-08,Muối,Kon Tum,51.0,70936.0,3617736.0
2024-04-06,Gùi mây,Gia Lai,57.0,50968.0,2905176.0
2023-06-26,Muối,Phú Yên,84.0,74263.0,6238092.0
2023-03-26,Đường,Gia Lai,34.0,56284.0,1913656.0
2023-05-16,Muối,Bình Định,50.0,260465.0,13023250.0
2023-11-29,Muối,Kon Tum,58.0,270715.0,15701470.0
2023-10-22,Rượu cần,Kon Tum,30.0,271909.0,8157270.0
2024-05-30,Thổ cẩm,Phú Yên,55.0,334339.0,18388645.0
2023-04-17,Gạo,Phú Yên,45.0,53998.0,2429910.0
2024-12-11,Rượu cần,Kon Tum,39.0,275457.0,10742823.0
2024-11-03,Rượu cần,Gia Lai,69.0,272743.0,18819267.0
2023-01-16,Gùi mây,Đắk Lắk,50.0,87461.0,4373050.0
2023-08-21,Gùi mây,Phú Yên,37.0,313418.0,11596466.0
2023-04-03,Cà phê,Bình Định,57.0,273644.0,15597708.0
2023-04-25,Thổ cẩm,Phú Yên,44.0,296321.0,13038124.0
2023-11-28,Mật ong rừng,Đắk Lắk,98.0,248752.0,24377696.0
2023-05-10,Gùi mây,Đắk Lắk,2.0,321276.0,642552.0
2024-05-13,Mật ong rừng,Đắk Lắk,49.0,191086.0,9363214.0
2024-09-26,Gạo,Bình Định,49.0,195886.0,9598414.0
2024-10-12,Gùi mây,Bình Định,,50257.0,2663621.0
2023-06-14,Gùi mây,Phú Yên,64.0,129656.0,8297984.0
2023-05-17,Rượu cần,Phú Yên,65.0,321764.0,20914660.0
2023-09-16,Thổ cẩm,Kon Tum,46.0,62757.0,2886822.0
2023-11-08,Đường,Đắk Lắk,27.0,41297.0,1115019.0
2024-11-13,Gạo,Đắk Lắk,53.0,307924.0,16319972.0
2023-11-24,Đường,Kon Tum,70.0,166183.0,11632810.0
2024-06-08,Gạo,Phú Yên,70.0,287624.0,20133680.0
2023-10-16,Rượu cần,Gia Lai,56.0,272498.0,15259888.0
2024-12-09,Thổ cẩm,Kon Tum,33.0,180481.0,5955873.0
2023-09-23,Muối,Kon Tum,25.0,84925.0,2123125.0
2023-06-12,Cà phê,Bình Định,64.0,26182.0,1675648.0
2024-05-11,Gùi mây,Đắk Lắk,21.0,309349.0,6496329.0
2024-10-24,Thổ cẩm,Kon Tum,58.0,131037.0,7600146.0
2024-02-09,Cà phê,Phú Yên,47.0,46605.0,2190435.0
2023-03-29,Mật ong rừng,Đắk Lắk,14.0,303892.0,4254488.0
2023-11-10,Gạo,Bình Định,30.0,307874.0,9236220.0
2023-06-23,Gùi mây,Phú Yên,40.0,200867.0,8034680.0
2024-08-20,Đường,Bình Định,71.0,113033.0,8025343.0
2024-09-26,Gạo,Bình Định,49.0,195886.0,9598414.0
2023-05-07,Thổ cẩm,Bình Định,36.0,26804.0,964944.0
2023-05-11,Đường,Đắk Lắk,59.0,139797.0,8248023.0
2023-08-22,Mật ong rừng,Kon Tum,57.0,233861.0,13330077.0
2024-01-18,Đường,Phú Yên,39.0,318630.0,12426570.0
2023-12-14,Gùi mây,Gia Lai,53.0,206876.0,10964428.0
2023-10-31,Rượu cần,Đắk Lắk,60.0,341939.0,20516340.0
2024-01-31,Thổ cẩm,Gia Lai,80.0,249410.0,19952800.0
2024-04-14,Mật ong rừng,Phú Yên,47.0,139427.0,6553069.0
2023-11-17,Rượu cần,Đắk Lắk,1.0,135423.0,135423.0
2024-08-24,Gùi mây,Bình Định,22.0,158095.0,3478090.0
2024-10-02,Rượu cần,Phú Yên,48.0,69767.0,3348816.0
2023-07-07,Thổ cẩm,Bình Định,56.0,36215.0,2028040.0
2023-06-06,Mật ong rừng,Phú Yên,51.0,213520.0,10889520.0
2023-10-13,Gạo,Phú Yên,81.0,241382.0,19551942.0
2023-05-05,Gạo,Kon Tum,42.0,115579.0,4854318.0
2024-05-07,Mật ong rừng,Bình Định,31.0,302419.0,9374989.0
2024-07-26,Gùi mây,Đắk Lắk,74.0,193787.0,14340238.0
2024-08-28,Gùi mây,Phú Yên,51.0,194907.0,9940257.0
2023-12-20,Gùi mây,Đắk Lắk,25.0,207728.0,5193200.0
2023-06-20,Muối,Bình Định,54.0,108030.0,5833620.0
2024-09-15,Thổ cẩm,Gia Lai,51.0,30991.0,1580541.0
2023-12-19,Cà phê,Đắk Lắk,39.0,79061.0,3083379.0
2024-06-14,Mật ong rừng,Đắk Lắk,-53.0,345392.0,18305776.0
2024-06-11,Rượu cần,Bình Định,71.0,76286.0,5416306.0
2023-12-01,Mật ong rừng,Kon Tum,17.0,45954.0,781218.0
2023-05-12,Thổ cẩm,Kon Tum,56.0,328759.0,18410504.0
2024-06-28,Đường,Đắk Lắk,62.0,140343.0,8701266.0
2023-08-02,Thổ cẩm,Phú Yên,65.0,144772.0,9410180.0
2024-06-09,Gùi mây,Bình Định,71.0,24645.0,1749795.0
2024-03-27,Cà phê,Gia Lai,29.0,128194.0,
2023-08-04,Muối,Gia Lai,45.0,295462.0,13295790.0
2024-11-17,Mật ong rừng,Phú Yên,55.0,122135.0,6717425.0
2023-09-30,Đường,Phú Yên,-43.0,134247.0,5772621.0
2023-06-03,Mật ong rừng,Gia Lai,23.0,148475.0,3414925.0
2023-12-07,Rượu cần,Gia Lai,32.0,181599.0,5811168.0
2024-04-16,Mật ong rừng,Gia Lai,45.0,235358.0,10591110.0
2024-02-29,Muối,Gia Lai,31.0,82437.0,2555547.0
2023-04-09,Mật ong rừng,Kon Tum,47.0,33701.0,1583947.0
2024-07-06,Thổ cẩm,Kon Tum,50.0,170510.0,8525500.0
2023-06-01,Đường,Phú Yên,18.0,165652.0,99309133.37412351
2024-01-23,Cà phê,Bình Định,57.0,220817.0,12586569.0
2023-02-26,Mật ong rừng,Kon Tum,31.0,61798.0,1915738.0
2023-11-01,Rượu cần,Gia Lai,59.0,24894.0,1468746.0
2024-09-15,Mật ong rừng,Kon Tum,82.0,267897.0,21967554.0
2023-09-01,Thổ cẩm,Đắk Lắk,47.0,345701.0,16247947.0
2024-04-04,Đường,Đắk Lắk,,186739.0,8589994.0
2023-09-14,Mật ong rừng,Kon Tum,31.0,110195.0,3416045.0
2024-03-10,Thổ cẩm,Phú Yên,74.0,296189.0,21917986.0
2024-01-09,Thổ cẩm,Đắk Lắk,23.0,103154.0,2372542.0
2023-05-05,Thổ cẩm,Kon Tum,33.0,180902.0,5969766.0
22/01/2023,Mật ong rừng,Bình Định,40.0,183343.0,7333720.0
2024-12-08,Cà phê,Phú Yên,42.0,69124.0,2903208.0
2023-04-01,Cà phê,Đắk Lắk,31.0,108831.0,3373761.0
2024-02-21,Gạo,Gia Lai,77.0,270639.0,20839203.0
2023-02-17,Mật ong rừng,Gia Lai,59.0,28597.0,1687223.0
2023-06-18,Gùi mây,Phú Yên,50.0,25447.0,39817368.112764806
2023-09-03,Rượu cần,Đắk Lắk,63.0,177304.0,11170152.0
2024-06-17,Mật ong rừng,Phú Yên,62.0,155261.0,9626182.0
2024-04-10,Muối,Phú Yên,88.0,316828.0,27880864.0
2023-11-21,Gùi mây,Kon Tum,61.0,298250.0,18193250.0
2024-08-02,Muối,Phú Yên,58.0,239275.0,13877950.0
2024-11-06,Cà phê,Kon Tum,28.0,17816.0,498848.0
2024-01-07,Muối,Kon Tum,55.0,27490.0,1511950.0
2024-05-07,Gùi mây,Bình Định,26.0,158343.0,4116918.0
2024-03-28,Rượu cần,Đắk Lắk,41.0,117705.0,4825905.0
2024-08-03,Gạo,Kon Tum,33.0,254279.0,8391207.0
2023-09-04,Gùi mây,Kon Tum,56.0,134001.0,7504056.0
2023-02-12,Muối,Phú Yên,55.0,256752.0,14121360.0
2023-01-21,Cà phê,Đắk Lắk,79.0,193737.0,15305223.0
2024-12-11,Muối,Gia Lai,31.0,330788.0,10254428.0
2024-11-21,Mật ong rừng,Bình Định,43.0,287235.0,12351105.0
2023-12-27,Cà phê,Gia Lai,67.0,316989.0,21238263.0
2024-05-31,Mật ong rừng,Phú Yên,29.0,295587.0,8572023.0
2024-08-06,Mật ong rừng,Gia Lai,56.0,41519.0,2325064.0
2023-09-22,Cà phê,Đắk Lắk,26.0,189775.0,4934150.0
2023-11-05,Đường,Gia Lai,50.0,198184.0,9909200.0
2023-12-12,Gùi mây,Kon Tum,48.0,201848.0,9688704.0
2024-04-28,Thổ cẩm,Kon Tum,47.0,345824.0,16253728.0
2024-01-22,Thổ cẩm,Gia Lai,72.0,47970.0,3453840.0
